DESCRIPTION,GROUP_CODE,PCODE,PURCHASE_PRICE,SALES_PRICE
 078--Axil Tube 2TR/Kingo From Scrab,48,78,4500,100
001_010 Metal and Main Bearing 2TR,40,1,7500,7500
001_010 Metal and Main Bearing 2TR,40,1,6500,6500
001_010 Metal and Main Bearing 2TR,40,1,10500,100
001_010 Metal and Main Bearing 2TR,40,1,7500,7500
001_010 Metal and Main Bearing 2TR,40,1,7500,7700
001_010 Metal and Main Bearing 2TR,40,1,7500,7500
001_010 Metal and Main Bearing 2TR,40,1,7600,7600
001_010 Metal and Main Bearing 2TR,40,1,7500,7700
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,7500
001_010 Metal and Main Bearing 2TR,40,1,7500,7500
001_010 Metal and Main Bearing 2TR,40,1,7500,7500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,7700
001_010 Metal and Main Bearing 2TR,40,1,7500,7700
001_010 Metal and Main Bearing 2TR,40,1,7500,7500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,12500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,12500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,12500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,8500,8500
001_010 Metal and Main Bearing 2TR,40,1,7500,7500
001_1 Head Wheel Spaner,60,1,250,100
001_1 Head Wheel Spaner,60,1,500,500
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,500,500
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,500,500
001_1 Head Wheel Spaner,60,1,250,250
001_1 Head Wheel Spaner,60,1,500,500
001_1 Head Wheel Spaner,60,1,500,500
001_1 Head Wheel Spaner,60,1,500,500
001_1 Head Wheel Spaner,60,1,500,500
001_1 Head Wheel Spaner,60,1,1400,1400
001_1 Head Wheel Spaner,60,1,500,500
001_1 Head Wheel Spaner,60,1,500,500
001_1 Head Wheel Spaner,60,1,500,500
001_1 Head Wheel Spaner,60,1,500,500
001_1 Head Wheel Spaner,60,1,500,500
001_1 Head Wheel Spaner,60,1,500,500
001_1 Head Wheel Spaner,60,1,500,500
001_1 Head Wheel Spaner,60,1,250,250
001_3 Pin Relay,41,1,200,100
001_3 Pin Relay,41,1,200,2000
001_3 Pin Relay,41,1,200,200
001_3 Pin Relay,41,1,200,200
001_3 Pin Relay,41,1,200,200
001_3 Pin Relay,41,1,200,200
001_3 Pin Relay,41,1,200,200
001_AC Condenser 2TR,42,1,1950,15000
001_AC Condenser 2TR,42,1,12500,13000
001_AC Condenser 2TR,42,1,1950,12500
001_AC Condenser 2TR,42,1,12500,13000
001_AC Condenser 2TR,42,1,1950,12500
001_AC Condenser 2TR,42,1,1950,15000
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,13000
001_AC Condenser 2TR,42,1,12500,13000
001_AC Condenser 2TR,42,1,1950,12500
001_AC Condenser 2TR,42,1,12000,12500
001_AC Condenser 2TR,42,1,12000,12000
001_AC Condenser 2TR,42,1,12000,12000
001_AC Condenser 2TR,42,1,1950,15000
001_AC Condenser 2TR,42,1,1950,15000
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,16000,16000
001_AC Condenser 2TR,42,1,16000,16000
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,13000
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,13000
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,13000
001_AC Condenser 2TR,42,1,12500,13000
001_AC Condenser 2TR,42,1,12500,13000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,13000
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,12500,12500
001_AC Condenser 2TR,42,1,18000,18000
001_AC Condenser 2TR,42,1,12000,100
001_AC Condenser 2TR,42,1,12000,12000
001_AC Condenser 2TR,42,1,12000,12000
001_AC Condenser 2TR,42,1,12400,100
001_AC Condenser 2TR,42,1,1950,15000
001_AC Condenser 2TR,42,1,1950,15000
001_AC Condenser 2TR,42,1,12000,12000
001_AC Condenser 2TR,42,1,1950,1950
001_AC Condenser 2TR,42,1,12000,12000
001_AC Condenser 2TR,42,1,1950,15000
001_AC Condenser 2TR,42,1,1950,12500
001_AC Condenser 2TR,42,1,1950,12500
001_AC Condenser 2TR,42,1,1950,12500
001_AC Condenser 2TR,42,1,1950,12500
001_AC Condenser 2TR,42,1,12000,12000
001_Axle Gaskete 4Y,57,1,120,120
001_Axle Gaskete 4Y,57,1,120,120
001_Axle Gaskete 4Y,57,1,120,120
001_Axle Gaskete 4Y,57,1,130,130
001_Axle Gaskete 4Y,57,1,130,130
001_Axle Gaskete 4Y,57,1,130,130
001_Axle Gaskete 4Y,57,1,130,130
001_Axle Gaskete 4Y,57,1,120,120
001_Axle Gaskete 4Y,57,1,130,130
001_Axle Gaskete 4Y,57,1,140,140
001_Axle Gaskete 4Y,57,1,130,130
001_Axle Gaskete 4Y,57,1,130,130
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,100
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,120,100
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,140,100
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Gaskete 4Y,57,1,100,110
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,15000,15000
001_Axle Tube 2TR,48,1,15000,15000
001_Axle Tube 2TR,48,1,15000,15000
001_Axle Tube 2TR,48,1,10000,10000
001_Axle Tube 2TR,48,1,15000,15000
001_Axle Tube 2TR,48,1,15000,15000
001_Axle Tube 2TR,48,1,15000,15000
001_Axle Tube 2TR,48,1,15000,15000
001_Axle Tube 2TR,48,1,15000,15000
001_Axle Tube 2TR,48,1,4500,10000
001_Axle Tube 2TR,48,1,4500,10000
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,10000
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,10000
001_Axle Tube 2TR,48,1,10000,65000
001_Axle Tube 2TR,48,1,10000,65000
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,10000,10000
001_Axle Tube 2TR,48,1,10000,65000
001_Axle Tube 2TR,48,1,10000,65000
001_Axle Tube 2TR,48,1,10000,65000
001_Axle Tube 2TR,48,1,10000,10000
001_Axle Tube 2TR,48,1,10000,65000
001_Axle Tube 2TR,48,1,10000,10000
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,10000
001_Axle Tube 2TR,48,1,10000,100
001_Axle Tube 2TR,48,1,4500,10000
001_Axle Tube 2TR,48,1,4500,10000
001_Axle Tube 2TR,48,1,4500,100
001_Axle Tube 2TR,48,1,4500,10000
001_Axle Tube 2TR,48,1,4500,10000
001_Axle Tube 2TR,48,1,4500,10000
001_Axle Tube 2TR,48,1,4500,10000
001_Axle Tube 2TR,48,1,4500,10000
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,4500,4500
001_Axle Tube 2TR,48,1,10000,10000
001_Axle Tube 2TR,48,1,4500,10000
001_Axle Tube 2TR,48,1,10000,10000
001_Back Shock Bushing  Up,55,1,250,250
001_Back Shock Bushing  Up,55,1,250,250
001_Back Shock Bushing  Up,55,1,250,250
001_Back Shock Bushing  Up,55,1,250,250
001_Back Shock Bushing  Up,55,1,250,100
001_Back Shock Bushing  Up,55,1,250,250
001_Back Shock Bushing  Up,55,1,250,250
001_Back Shock Bushing  Up,55,1,250,250
001_Back Shock Bushing  Up,55,1,250,100
001_Back Shock Bushing  Up,55,1,250,250
001_Back Shock Bushing  Up,55,1,250,250
001_Back Shock Bushing  Up,55,1,250,250
001_Back Shock Bushing  Up,55,1,250,250
001_Back Shock Bushing  Up,55,1,250,250
001_Back Shock Bushing  Up,55,1,250,250
001_Basket Washer 4Y,49,1,500,500
001_Basket Washer 4Y,49,1,500,500
001_Big Note Book,62,1,3000,100
001_Big Note Book,62,1,450,450
001_Big Note Book,62,1,3200,3200
001_Big Note Book,62,1,,
001_Big Note Book,62,1,450,1500
001_Blue Gum,45,1,230,230
001_Blue Gum,45,1,280,280
001_Blue Gum,45,1,280,280
001_Blue Gum,45,1,280,280
001_Blue Gum,45,1,280,280
001_Blue Gum,45,1,280,280
001_Bolt and Nut,53,1,30,30
001_Bolt and Nut,53,1,30,30
001_Bolt and Nut,53,1,30,30
001_Bolt and Nut,53,1,30,30
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,30
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,200
001_Bolt and Nut,53,1,30,30
001_Bolt and Nut,53,1,30,30
001_Bolt and Nut,53,1,30,30
001_Brake Pedal 4Y,47,1,10000,10000
001_Brake Rubber Cup 4Y,51,1,250,250
001_Brake Rubber Cup 4Y,51,1,250,250
001_Brake Rubber Cup 4Y,51,1,250,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,100
001_C-Caution,58,1,220,100
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,250
001_C-Caution,58,1,220,220
001_C-Caution,58,1,220,220
001_C-Caution,58,1,220,220
001_C-Caution,58,1,220,220
001_C-Caution,58,1,220,220
001_C-Caution,58,1,220,220
001_Cement,68,1,2400,100
001_Cement,68,1,2400,100
001_Cement,68,1,2400,100
001_Cement,68,1,2400,100
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,4500,4500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,4500,4500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,1000,1000
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,4500,4500
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,4500,4500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,1000,1000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,4500,4500
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,4500,4500
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,4500,4500
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,5000,5000
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,5000,5000
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,1000,1000
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,5000,5000
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,5000,5000
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,15000,15000
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,5000,5000
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,4500,4500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,4500,4500
001_Clutch Disc 2TR / Kingo,46,1,3500,3500
001_Clutch Disc 2TR / Kingo,46,1,4500,4500
001_Clutch Disc 2TR / Kingo,46,1,1000,1000
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,5000,5000
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
001_Clutch Disc 2TR / Kingo,46,1,6800,6800
